user_id,n_points,q,S_unc,S_rand,Pi_max,Rg_km,R,R_rand
287,9,0.7609561752988048,2.94770277922009,3.0,1.0,4.587119273843462,0.5555555555555556,0.125
1029,5,0.7995991983967936,1.9219280948873623,2.0,1.0,0.6966552451872803,1.0,0.25
1556,5,0.06976744186046513,2.321928094887362,2.321928094887362,0.2,3.2223952943278618,0.4,0.2
2572,6,0.797979797979798,2.584962500721156,2.584962500721156,0.16666666666666666,2.838341240468476,0.8333333333333334,0.16666666666666666
13253,9,0.7267404033832141,3.169925001442312,3.169925001442312,0.1111111111111111,2.341988247232914,0.7777777777777778,0.1111111111111111
13778,8,0.7808219178082192,2.75,2.807354922057604,1.0,10.479597178594533,1.0,0.14285714285714285
15159,7,0.7533763945977686,2.807354922057604,2.807354922057604,0.14285714285714285,6.726831883184653,1.0,0.14285714285714285
17052,7,0.7874493927125507,2.807354922057604,2.807354922057604,0.14285714285714285,32.89865112797533,1.0,0.14285714285714285
23315,6,0.19463087248322153,2.584962500721156,2.584962500721156,0.16666666666666666,5.154704944055582,0.3333333333333333,0.16666666666666666
26322,43,0.7053571428571428,5.193706615167214,5.247927513443585,1.0,6.868963122366743,0.5116279069767442,0.02631578947368421
31640,6,0.6797153024911032,2.584962500721156,2.584962500721156,0.16666666666666666,4.19220732742895,1.0,0.16666666666666666
37051,6,0.7328584149599288,2.2516291673878226,2.321928094887362,1.0,2.6392609793023323,0.8333333333333334,0.2
38642,5,0.29618768328445755,2.321928094887362,2.321928094887362,0.2,7.240084420096006,0.8,0.2
40315,8,0.48164146868250546,3.0,3.0,0.125,10.42138962140771,1.0,0.125
43535,5,0.7749437359339835,2.321928094887362,2.321928094887362,0.2,8.645408851448948,1.0,0.2
50971,30,0.7999722183636616,4.440223928941853,4.584962500721156,1.0,2.2330648891749156,0.8,0.041666666666666664
51540,5,0.37823834196891193,2.321928094887362,2.321928094887362,0.2,2.1373365905577844,0.8,0.2
52132,7,0.2146596858638743,2.807354922057604,2.807354922057604,0.14285714285714285,0.896381234322146,0.7142857142857143,0.14285714285714285
54743,28,0.7773411918795022,4.351823225551767,4.459431618637297,1.0,6.520337448368566,0.6071428571428571,0.045454545454545456
58020,7,0.7325408618127787,2.807354922057604,2.807354922057604,0.14285714285714285,7.207287693079968,0.8571428571428571,0.14285714285714285
63945,10,0.7991967871485943,3.321928094887362,3.321928094887362,0.1,10.284002082982388,1.0,0.1
66319,10,0.7690333618477331,3.121928094887362,3.169925001442312,1.0,6.169507971760793,0.9,0.1111111111111111
70664,7,0.7530864197530864,2.807354922057604,2.807354922057604,0.14285714285714285,0.8192973280610916,1.0,0.14285714285714285
72214,7,0.6234309623430963,2.807354922057604,2.807354922057604,0.14285714285714285,4.105877425820877,0.42857142857142855,0.14285714285714285
73441,5,0.7788018433179723,2.321928094887362,2.321928094887362,0.2,1.7946799920890255,0.8,0.2
75113,6,0.7630019749835418,2.584962500721156,2.584962500721156,0.16666666666666666,2.6217182166396404,1.0,0.16666666666666666
77953,14,0.7834586466165414,3.8073549220576055,3.807354922057604,0.07142857142857142,2.055638106529059,0.8571428571428571,0.07142857142857142
90217,5,0.6910401647785788,2.321928094887362,2.321928094887362,0.2,10.261080868192861,1.0,0.2
90772,7,0.7897196261682243,2.5216406363433186,2.584962500721156,1.0,3.504037760098555,0.8571428571428571,0.16666666666666666
92579,8,0.7986577181208054,2.75,2.807354922057604,1.0,8.584932849439756,0.75,0.14285714285714285
104486,12,0.7950119576358046,3.584962500721156,3.584962500721156,0.08333333333333333,8.341835257580492,0.8333333333333334,0.08333333333333333
108055,16,0.741978167383394,3.875,3.9068905956085187,1.0,3.4009422238350435,0.8125,0.06666666666666667
113299,5,0.5876288659793814,1.9219280948873623,2.0,1.0,6.846573596373331,0.8,0.25
115150,5,0.7785977859778598,2.321928094887362,2.321928094887362,0.2,4.855010788731431,1.0,0.2
115271,7,0.7446808510638299,2.807354922057604,2.807354922057604,0.14285714285714285,2.83987077535994,0.8571428571428571,0.14285714285714285
128839,6,0.7725837018319646,2.584962500721156,2.584962500721156,0.16666666666666666,3.5039337769979104,1.0,0.16666666666666666
138174,10,0.7040690505548706,3.121928094887362,3.169925001442312,1.0,6.634009638246704,0.8,0.1111111111111111
139395,12,0.66497461928934,3.584962500721156,3.584962500721156,0.08333333333333333,2.313000260588183,0.9166666666666666,0.08333333333333333
143022,9,0.7688974482426577,3.169925001442312,3.169925001442312,0.1111111111111111,2.653732022644349,0.8888888888888888,0.1111111111111111
145972,14,0.7983758050966117,3.6644977792004623,3.700439718141092,1.0,2.6637338323961797,0.8571428571428571,0.07692307692307693
148357,5,0.2941176470588235,2.321928094887362,2.321928094887362,0.2,0.5094886294899462,0.6,0.2
148784,9,-0.025641025641025772,2.94770277922009,3.0,1.0,0.19687468373417752,0.5555555555555556,0.125
159267,5,0.19999999999999996,2.321928094887362,2.321928094887362,0.2,1.7597329945613707,0.6,0.2
159946,6,0.7570850202429149,2.584962500721156,2.584962500721156,0.16666666666666666,6.476044526662219,0.8333333333333334,0.16666666666666666
163548,5,0.42307692307692313,2.321928094887362,2.321928094887362,0.2,2.6861792462048655,0.8,0.2
171392,7,0.21052631578947367,2.807354922057604,2.807354922057604,0.14285714285714285,0.8409244216187837,0.42857142857142855,0.14285714285714285
178043,9,0.7110174593618303,3.169925001442312,3.169925001442312,0.1111111111111111,4.379451769855472,0.8888888888888888,0.1111111111111111
181557,12,0.7884615384615384,3.4182958340544896,3.4594316186372973,1.0,3.261446117156671,0.9166666666666666,0.09090909090909091
184447,7,0.7315436241610738,2.5216406363433186,2.584962500721156,1.0,3.08266662177462,0.8571428571428571,0.16666666666666666
190840,16,0.7470641373080398,4.0,4.0,0.0625,7.7077187331317125,0.875,0.0625
195171,8,0.781021897810219,3.0,3.0,0.125,24.62017739291637,1.0,0.125
196036,8,0.6754250386398764,3.0,3.0,0.125,1.9185295581963393,0.875,0.125
198413,16,0.6822594880847308,3.875,3.9068905956085187,1.0,6.889646745116588,0.75,0.06666666666666667
199128,9,0.7930014785608674,3.169925001442312,3.169925001442312,0.1111111111111111,2.125558059245483,0.7777777777777778,0.1111111111111111
200192,14,0.7056762438682551,3.6644977792004623,3.700439718141092,1.0,5.462524910478634,0.5,0.07692307692307693
204873,5,0.7828054298642534,2.321928094887362,2.321928094887362,0.2,3.2717904363446615,0.8,0.2
209169,7,0.7781299524564184,2.5216406363433186,2.584962500721156,1.0,3.1448304032553405,1.0,0.16666666666666666
213466,16,0.7292724196277496,4.0,4.0,0.0625,1.4261804696491631,0.5,0.0625
214053,8,0.7460701330108828,3.0,3.0,0.125,2.4687705409948535,0.875,0.125
217389,5,0.7854077253218884,2.321928094887362,2.321928094887362,0.2,12.400008737985697,1.0,0.2
217639,11,0.789103690685413,3.4594316186372978,3.4594316186372973,0.09090909090909091,3.564021664554858,0.9090909090909091,0.09090909090909091
219427,6,0.7971830985915493,2.584962500721156,2.584962500721156,0.16666666666666666,5.054659901609852,1.0,0.16666666666666666
219495,11,0.6913183279742765,3.2776134368191157,3.321928094887362,1.0,7.047110047216235,0.7272727272727273,0.1
224484,28,0.7689716027595059,3.3373099413886695,3.807354922057604,1.0,2.5196453341830107,0.8571428571428571,0.07142857142857142
226991,6,0.7345132743362832,2.584962500721156,2.584962500721156,0.16666666666666666,3.472332144504164,0.8333333333333334,0.16666666666666666
237335,8,0.38144329896907214,3.0,3.0,0.125,2.486057201412626,0.5,0.125
237638,5,0.7855611150822016,1.9219280948873623,2.0,1.0,4.807198684190619,1.0,0.25
238029,8,0.7431192660550459,3.0,3.0,0.125,2.9904967353499687,0.875,0.125
241469,5,0.039999999999999813,2.321928094887362,2.321928094887362,0.2,1.4218495292114004,0.4,0.2
246640,7,0.7997775305895439,2.807354922057604,2.807354922057604,0.14285714285714285,9.213758101977888,0.8571428571428571,0.14285714285714285
261832,5,0.4915254237288136,2.321928094887362,2.321928094887362,0.2,3.8067724525218534,0.8,0.2
263871,7,0.6348884381338742,2.807354922057604,2.807354922057604,0.14285714285714285,10.22959638900731,0.8571428571428571,0.14285714285714285
267679,13,0.7954756740006198,3.7004397181410926,3.700439718141092,0.07692307692307693,6.443124309425344,0.8461538461538461,0.07692307692307693
287657,9,0.6960101329955668,3.169925001442312,3.169925001442312,0.1111111111111111,4.097583723182633,0.8888888888888888,0.1111111111111111
306355,19,0.5894736842105264,4.247927513443585,4.247927513443585,0.05263157894736842,6.969680237244426,0.6842105263157895,0.05263157894736842
324415,8,0.7410604192355117,3.0,3.0,0.125,4.310454293434955,0.875,0.125
331866,8,0.7944199706314243,3.0,3.0,0.125,3.3310753035280003,0.875,0.125
332186,5,0.7964376590330788,1.9219280948873623,2.0,1.0,2.308665731107113,0.8,0.25
341561,5,0.45080091533180777,2.321928094887362,2.321928094887362,0.2,3.2034833761475783,0.8,0.2
342186,6,0.7949886104783599,2.584962500721156,2.584962500721156,0.16666666666666666,2.929916962613711,1.0,0.16666666666666666
345236,9,0.7878787878787878,2.4193819456463714,2.584962500721156,1.0,2.355200201472792,0.7777777777777778,0.16666666666666666
359504,6,0.6374622356495468,2.584962500721156,2.584962500721156,0.16666666666666666,5.873179057388965,0.6666666666666666,0.16666666666666666
391309,8,0.7283311772315653,2.75,2.807354922057604,1.0,14.063738736861152,0.875,0.14285714285714285
394223,8,0.7848176927674836,3.0,3.0,0.125,3.93644472425366,0.75,0.125
