user_id,n_points,q,S_unc,S_rand,Pi_max,Rg_km,R,R_rand
4115,12,0.649867374005305,3.4182958340544896,3.4594316186372973,1.0,1.552000772184102,0.9166666666666666,0.09090909090909091
15903,5,0.33884297520661155,2.321928094887362,2.321928094887362,0.2,0.5469542244854826,0.8,0.2
38330,5,0.12621359223300965,2.321928094887362,2.321928094887362,0.2,0.5184540884938482,0.6,0.2
39324,5,0.7747747747747747,2.321928094887362,2.321928094887362,0.2,1.593152313701115,1.0,0.2
75573,5,0.17808219178082185,2.321928094887362,2.321928094887362,0.2,1.394187338237268,0.6,0.2
121149,5,0.6178343949044587,2.321928094887362,2.321928094887362,0.2,3.227751565391404,0.8,0.2
180470,7,0.5348837209302326,2.807354922057604,2.807354922057604,0.14285714285714285,0.7455397063047278,0.7142857142857143,0.14285714285714285
188428,12,0.696969696969697,3.584962500721156,3.584962500721156,0.08333333333333333,1.3385104346308243,0.6666666666666666,0.08333333333333333
197863,6,0.05882352941176472,2.584962500721156,2.584962500721156,0.16666666666666666,1.067296308171735,0.6666666666666666,0.16666666666666666
207250,9,0.2990654205607477,2.94770277922009,3.0,1.0,1.2149910726104978,0.5555555555555556,0.125
216060,9,0.7897897897897898,2.725480556997868,2.807354922057604,1.0,3.61601617726533,0.7777777777777778,0.14285714285714285
223759,10,0.780564263322884,3.321928094887362,3.321928094887362,0.1,3.8079444037013204,0.7,0.1
227342,6,0.7663551401869159,2.584962500721156,2.584962500721156,0.16666666666666666,0.7335641632196579,0.8333333333333334,0.16666666666666666
232517,9,0.7413793103448276,3.169925001442312,3.169925001442312,0.1111111111111111,1.0751039489431133,0.6666666666666666,0.1111111111111111
241521,7,0.5698924731182796,2.5216406363433186,2.584962500721156,1.0,0.24632736591602986,0.2857142857142857,0.16666666666666666
250833,9,0.7775030902348579,3.169925001442312,3.169925001442312,0.1111111111111111,0.30823260757485876,0.6666666666666666,0.1111111111111111
252998,7,0.7360150848522942,2.807354922057604,2.807354922057604,0.14285714285714285,1.4999302960694134,1.0,0.14285714285714285
372220,5,0.41747572815533973,2.321928094887362,2.321928094887362,0.2,0.4484915438875247,0.4,0.2
