user_id,n_points,q,S_unc,S_rand,Pi_max,Rg_km,R,R_rand
27838,31,0.7498262682418346,4.6717805845106355,4.754887502163468,1.0,5.332389186042529,0.7741935483870968,0.037037037037037035
31217,10,0.7669902912621359,3.321928094887362,3.321928094887362,0.1,6.749430147002409,0.8,0.1
34094,12,0.6437994722955145,3.584962500721156,3.584962500721156,0.08333333333333333,5.343002446009642,0.75,0.08333333333333333
62180,12,0.7053045186640472,3.2516291673878226,3.321928094887362,1.0,0.7511192928978161,0.8333333333333334,0.1
113224,11,0.6542893725992318,3.4594316186372978,3.4594316186372973,0.09090909090909091,1.167120666894147,0.8181818181818182,0.09090909090909091
156099,10,0.42245989304812837,3.321928094887362,3.321928094887362,0.1,0.610677331043282,0.9,0.1
190191,22,0.6931407942238267,3.447401504705914,3.807354922057604,1.0,3.3999557711798385,0.7727272727272727,0.07142857142857142
199230,9,0.7974341661039838,3.169925001442312,3.169925001442312,0.1111111111111111,0.5020078516938337,0.5555555555555556,0.1111111111111111
199856,5,0.7851002865329513,2.321928094887362,2.321928094887362,0.2,2.0189708651374247,1.0,0.2
203455,13,0.7788203753351206,3.334679141051595,3.4594316186372973,1.0,1.13980213684393,0.8461538461538461,0.09090909090909091
218773,14,0.7475728155339806,3.8073549220576055,3.807354922057604,0.07142857142857142,0.7890802771221999,0.9285714285714286,0.07142857142857142
228344,6,0.7769516728624535,2.584962500721156,2.584962500721156,0.16666666666666666,1.5561272172359517,1.0,0.16666666666666666
230961,5,0.7272727272727273,1.9219280948873623,2.0,1.0,0.10426127058303039,1.0,0.25
