user_id,n_points,q,S_unc,S_rand,Pi_max,Rg_km,R,R_rand
5988,15,0.7438633938100321,3.906890595608518,3.9068905956085187,1.0,2.412358672707366,0.8,0.06666666666666667
12164,17,0.6849757673667205,3.852168723603281,3.9068905956085187,1.0,2.702865628529749,0.7647058823529411,0.06666666666666667
17490,8,0.7430406852248395,3.0,3.0,0.125,2.8233996890169193,1.0,0.125
24301,307,0.7248943630315563,5.980470166135719,6.754887502163468,1.0,1.5291926603893522,0.511400651465798,0.009259259259259259
26609,7,0.7703663203936577,2.807354922057604,2.807354922057604,0.14285714285714285,1.7667899127064692,1.0,0.14285714285714285
27712,17,0.7994530537830447,3.852168723603281,3.9068905956085187,1.0,1.6512151808375402,0.6470588235294118,0.06666666666666667
28455,26,0.7685834502103787,4.623516641218015,4.643856189774724,1.0,1.9599962216266,0.8461538461538461,0.04
29613,10,0.6484375,3.321928094887362,3.321928094887362,0.1,2.8897834359764616,0.9,0.1
35502,15,0.4935284186831739,3.6402239289418516,3.700439718141092,1.0,2.178222920152637,1.0,0.07692307692307693
45605,16,0.6655518394648829,3.75,3.807354922057604,1.0,2.244985830752948,0.625,0.07142857142857142
49748,7,0.6832579185520362,2.2359263506290326,2.321928094887362,1.0,0.8405368402019623,1.0,0.2
50186,7,0.7393193338160753,2.807354922057604,2.807354922057604,0.14285714285714285,2.6635208681764415,0.8571428571428571,0.14285714285714285
52850,15,0.7754103080909877,3.773557262275185,3.807354922057604,1.0,3.4118038089013822,0.8666666666666667,0.07142857142857142
55332,9,0.7433155080213905,3.169925001442312,3.169925001442312,0.1111111111111111,1.5980844503241534,0.8888888888888888,0.1111111111111111
61831,8,0.7487437185929648,3.0,3.0,0.125,2.148936022972994,0.625,0.125
69501,8,0.7224363916730918,3.0,3.0,0.125,2.913180958598578,0.75,0.125
73561,13,0.7795468462951622,3.3927474104487847,3.4594316186372973,1.0,4.025778601538672,0.9230769230769231,0.09090909090909091
73880,10,0.7911025145067698,3.321928094887362,3.321928094887362,0.1,2.2910543344025602,0.9,0.1
74721,8,0.753810082063306,3.0,3.0,0.125,2.48678224911598,0.875,0.125
85567,5,0.7827661115133961,2.321928094887362,2.321928094887362,0.2,2.21265129770151,1.0,0.2
89181,5,0.7553017944535073,2.321928094887362,2.321928094887362,0.2,1.6253268026923635,1.0,0.2
89648,19,0.7391304347826086,4.037401197654112,4.087462841250339,1.0,1.932306452458716,0.8421052631578947,0.058823529411764705
90300,5,0.7050147492625369,2.321928094887362,2.321928094887362,0.2,1.8744790493814167,1.0,0.2
106388,59,0.7876169906407487,4.856722286429963,5.087462841250339,1.0,1.1229721541997157,0.9322033898305084,0.029411764705882353
108449,6,0.784688995215311,2.584962500721156,2.584962500721156,0.16666666666666666,1.8787038086133603,1.0,0.16666666666666666
111200,9,0.7829457364341086,3.169925001442312,3.169925001442312,0.1111111111111111,1.6713154809972794,0.7777777777777778,0.1111111111111111
141849,7,0.7324840764331211,2.807354922057604,2.807354922057604,0.14285714285714285,1.6843607128933202,1.0,0.14285714285714285
150911,7,0.7549591598599766,2.807354922057604,2.807354922057604,0.14285714285714285,1.7557574862673344,1.0,0.14285714285714285
150912,11,0.7823218997361477,3.4594316186372978,3.4594316186372973,0.09090909090909091,4.19978073926127,1.0,0.09090909090909091
159969,5,0.4392523364485982,2.321928094887362,2.321928094887362,0.2,1.1428568080710584,0.8,0.2
176929,10,0.7826874320898225,3.321928094887362,3.321928094887362,0.1,1.9201580934654214,1.0,0.1
178371,9,0.792147806004619,2.94770277922009,3.0,1.0,0.9648710255735913,0.6666666666666666,0.125
179681,7,0.6642685851318946,2.5216406363433186,2.584962500721156,1.0,2.713354150280616,1.0,0.16666666666666666
183644,9,0.6994991652754591,2.4193819456463714,2.584962500721156,1.0,0.6131578998881695,1.0,0.16666666666666666
188412,5,0.3513513513513514,2.321928094887362,2.321928094887362,0.2,1.8640012496905811,0.8,0.2
191134,6,0.7970230040595399,2.584962500721156,2.584962500721156,0.16666666666666666,1.9050986674774535,0.8333333333333334,0.16666666666666666
196373,5,0.781021897810219,2.321928094887362,2.321928094887362,0.2,2.955029464121923,1.0,0.2
197328,16,0.5425219941348973,3.75,3.807354922057604,1.0,1.368343800017201,0.8125,0.07142857142857142
199104,21,0.7016904209479615,4.297079327540666,4.321928094887363,1.0,2.675789627614079,0.7142857142857143,0.05
200136,5,0.40476190476190477,2.321928094887362,2.321928094887362,0.2,1.5146327799633792,1.0,0.2
205704,8,0.31034482758620685,2.75,2.807354922057604,1.0,1.686930516734043,1.0,0.14285714285714285
209473,5,0.7896213183730715,1.9219280948873623,2.0,1.0,1.3489572624761392,1.0,0.25
219875,10,0.7301349325337332,3.321928094887362,3.321928094887362,0.1,2.102817239460933,0.9,0.1
226626,11,0.6551724137931034,3.2776134368191157,3.321928094887362,1.0,2.1040089782411298,0.5454545454545454,0.1
229842,7,0.7510373443983402,2.807354922057604,2.807354922057604,0.14285714285714285,1.2914015455749548,1.0,0.14285714285714285
230382,9,0.7645904855321236,3.169925001442312,3.169925001442312,0.1111111111111111,2.0973802413791343,0.8888888888888888,0.1111111111111111
231409,18,0.7054973821989529,3.794653473544342,3.9068905956085187,1.0,2.55672121331127,0.8333333333333334,0.06666666666666667
282611,6,0.7794117647058824,2.584962500721156,2.584962500721156,0.16666666666666666,5.394572145105465,1.0,0.16666666666666666
